Quantity,Card_Name
1,Blue Sun's Twilight
4,Consider
4,Delver of Secrets
4,Fading Hope
4,Flow of Knowledge
4,Haughty Djinn
3,Impulse
22,Island
3,Make Disappear
2,March of Swirling Mist
3,Negate
2,Scatter Ray
3,Thirst for Discovery
1,Tolarian Terror
1,Blue Sun's Twilight
1,Consuming Tide
1,Essence Scatter
2,Invoke the Winds
1,Pithing Needle
1,Shore Up
2,Spell Pierce
1,Tolarian Terror
1,Unlicensed Hearse
4,Witness Protection
